    1, 2.91368
    2, 2.90007
   18, 2.88774
  136, 2.87041
  137, 2.83046
  139, 2.81205
  140, 2.81093
  173, 2.72305
  174, 2.62496
  178, 2.59576
  179, 2.51863
  320, 2.44153
